Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
"Yeah, sure. Umm, they didn't have poppy seed bagels, so I... Oh my word!",Rachel,Scared,16,4
I seem to have had a slight office mishap. Could you please get the key off the back of the door for me.,Joanna,Neutral,16,5
"Oh, yeah! Yeah!",Rachel,Neutral,16,6
You tell your friend Chandler that we're definately broken up this time.,Joanna,Powerful,16,8
Okay.,Rachel,Neutral,16,9
"Hey! New wallet, huh?",Phoebe,Joyful,1,1
"Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.",Chandler,Neutral,1,2
Rachel!,Monica,Mad,1,3
What?,Rachel,Scared,1,4
You just put an empty carton back in the fridge!,Monica,Mad,1,5
"Oh yeah, I know, but the garbage was full.",Rachel,Neutral,1,6
Have you ever taken out the trash?,Monica,Mad,1,7
"Well, I thought you liked doing it.",Rachel,Mad,1,8
Third door on the left.,Monica,Neutral,1,9
Right!,Rachel,Neutral,1,10
"Oh! Hey, Mr. Treeger.",Rachel,Joyful,2,1
Hey.,Mr.,Joyful,2,2
What are you doing?,Mr.,Powerful,2,4
Ummm. Oh! I'm sorry. It's a little old but...,Rachel,Sad,2,5
No! You're clogging up the chute that I spent a half-hour unclogging!,Mr.,Sad,2,6
I'm sorry. I didn't-I don't come in here a lot.,Rachel,Sad,2,7
"Oh yeah, of course you don't!",Mr.,Neutral,2,8
No.,Rachel,Peaceful,2,9
"'Cause you're a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of Cats sing Happy Birthday to me...""",Mr.,Powerful,2,10
I didn't... I never said that.,Rachel,Mad,2,11
"You think you could make a mess and the big man in coveralls will come in here and clean it up, huh? Well, why don't think of someone else for a change?",Mr.,Sad,2,12
"Okay, I'm sorry.",Rachel,Sad,2,13
God! If you're gonna cry about it!,Monica,Sad,2,15
"Whoa-whoa, Treeger made you cry?",Joey,Mad,3,1
Yes! And he said really mean things that were only partly true.,Rachel,Neutral,3,2
I'm gonna go down there and teach that guy a lesson.,Joey,Mad,3,3
"Joey, please don't do that. I think it's best that we just forget about it.",Monica,Peaceful,3,4
"That's easy for you to say, you weren't almost just killed.",Rachel,Mad,3,5
"All right that's it, school is in session!",Joey,Mad,3,6
My God! Is this a gym card?,Monica,Joyful,3,7
"Oh yeah, gym member. I try to go four times a week, but I've missed the last 1200 times.",Chandler,Sad,3,8
So why don't you quit?,Ross,Neutral,3,9
"You don't think I've tried? You think I like having 50 dollars taken out of my bank account every month? No, they make you go all the way down there! Then they use all of these phrases and peppiness to try and confuse you! Then they bring out Maria.",Chandler,Mad,3,10
Who is Maria?,Ross,Neutral,3,11
"Oh Maria. You can't say no to her, she's like this lycra spandex covered gym...treat.",Chandler,Joyful,3,12
You need me to go down there with you and hold your hand?,Ross,Peaceful,3,13
No!,Chandler,Mad,3,14
So you're strong enough to face her on your own?,Ross,Neutral,3,15
"Oh no, you'll have to come.",Chandler,Neutral,3,16
"Tribbiani! Hold on, I'll get the plunger.",Mr.,Neutral,4,1
"Hey! You hold on pal! Now you made my friend, Rachel, cry. So now, you're gonna go up there and apologize to her, unless you want me to call the landlord.",Joey,Mad,4,2
And tell him what?,Mr.,Neutral,4,3
"Have you heard about a little something called, Not Making Girls Cry.",Joey,Mad,4,4
Yeah. Well maybe you have heard about the Rent Stabilization Act of 1968!,Mr.,Mad,4,5
I have actually not heard of that.,Joey,Neutral,4,6
"Yeah, well your friends are in violation of it. I've been a nice guy up until now, but uh, I don't need this grief. I'm gonna call the landlord and tell him that Monica is illegally subletting here grandmother's apartment. Your friends are outta here pal.",Mr.,Mad,4,7
Why don't you tell me something I don't know!,Joey,Mad,4,8
"Whoa-whoa-whoa, hey! Now remember what we talked about, you gotta be strong.",Ross,Powerful,6,1
Yes. Yes!,Chandler,Powerful,6,2
"One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?""",Ross,Powerful,6,3
No! I want a flabby gut and saggy man breasts!,Chandler,Powerful,6,4
Good! That's good!,Ross,Joyful,6,5
Okay. I wanna quit the gym.,Chandler,Powerful,6,6
You wanna quit?,Gym,Sad,6,7
I wanna quit the gym.,Chandler,Powerful,6,8
You do realize that you won't have access to our new full service Swedish spa.,Gym,Sad,6,9
I wanna quit the gym.,Chandler,Powerful,6,10
"Okay, Dave in the membership office, handles quitters. Uh, excuse me, are you a member?",Gym,Neutral,6,11
Me? No.,Ross,Neutral,6,12
"Sorry, members only.",Gym,Neutral,6,13
I wanna quit the gym.,Chandler,Scared,6,14
"It's okay man, be strong.",Ross,Powerful,6,15
"So, are you a member of any gym.",Gym,Neutral,6,16
"No! And I'm not gonna be, so you can save you little speech.",Ross,Powerful,6,17
"Okay, no problem. Could you come here for a second?",Gym,Neutral,6,18
"Hi, I'm Maria.",Woman,Joyful,6,20
"Wow, you have really pretty feet.",Rick,Joyful,7,1
These old things.,Phoebe,Joyful,7,2
"Would you mind spending some time on my siadic area, it's been killing me today.",Rick,Neutral,7,3
"You mean the-Okay by siadic, you mean the towel covered portion.",Phoebe,Neutral,7,4
Yeah.,Rick,Neutral,7,5
"Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get y'know, real nice and tight. So umm, tell me Rick, how umm, how did you injure the area.",Phoebe,Scared,7,6
"Oh, a 16-hour sit-in for Greenpeace.",Rick,Neutral,7,7
Oh.,Phoebe,Neutral,7,8
Ow! Did you just bite me?,Rick,Scared,7,9
No!,Phoebe,Scared,7,10
What?,Mr.,Neutral,8,1
"Please don't kick Monica and Rachel out, this wasn't there fault, it was mine.",Joey,Sad,8,2
You want me to kick you guys out instead?,Mr.,Powerful,8,3
"No you can't do that, where would the chick and the duck live?",Joey,Scared,8,4
You have pets!,Mr.,Mad,8,5
"Noo-no-no, no, those are nicknames. I'm the chick and Chandler is the duck.",Joey,Scared,8,6
"Huh, I would've thought it was the other way around.",Mr.,Neutral,8,7
"Come on man, just-just let the girls stay, I'll do whatever you want.",Joey,Scared,8,8
Really? You'll do anything?,Mr.,Powerful,8,9
"Yeah-yeah, absolutely.",Joey,Scared,8,10
"Yeah, I've got something you can do.",Mr.,Powerful,8,11
"What, what is it?",Joey,Scared,8,12
Can you be my dancing partner?,Mr.,Scared,8,13
"That's not, prison lingo, is it?",Joey,Scared,8,14
"All right, I'm here, let's ahh, get this over with.",Joey,Peaceful,10,1
"Okay ahh, well, just ahh, follow my lead.",Mr.,Powerful,10,2
"Whoa-whoa, don't we need to do some kinda preparation first? Like ahh, get really drunk?",Joey,Scared,10,3
"Look come on, eh, just ah, just ah, put your arms around me, eh.",Mr.,Peaceful,10,4
Ahhhh! I'm sorry!,Mr.,Sad,10,6
"No, it's okay, but if I'm Marge, my breasts are coming out my back.",Joey,Sad,10,7
"Ahh, forget it! I'll never be any good at this, my mom was right, I'm just a big potato with arms, and legs, and a head.",Mr.,Sad,10,8
"Come on man, you're not a potato.",Joey,Peaceful,10,9
"I'm sure as hell a dancer, it's no use Marge will never go for me.",Mr.,Peaceful,10,10
"Come on Treeger, don't say that. You just ahh, you just need more practice. Here, come on, let's ahh, let's try it again. Come on. Plus, it was, it was probably mostly my fault, anyway. I mean, y'know, I'm not really that comfortable dancing with a- We-he!! Hey!",Joey,Peaceful,10,11
Yeah!,Mr.,Powerful,10,12
"Hey-hey, how goes the dancing? Gay yet?",Monica,Neutral,11,1
"Ah-ha-ha, you guys owe me big time.",Joey,Joyful,11,2
What was that?,Rachel,Joyful,11,3
What?,Joey,Neutral,11,4
You just did a little dancy thing.,Rachel,Peaceful,11,5
No I didn't.,Joey,Neutral,11,6
Yes you did! You did like a little hop.,Monica,Powerful,11,7
You are soo enjoying this.,Rachel,Joyful,11,8
"No, I'm not! And it wasn't a hop it was a pademarie.",Joey,Mad,11,9
You know the words! You are so into this!,Monica,Joyful,11,10
"All right, well maybe I'm enjoying it a little bit. I mean I'm getting pretty good at it.",Joey,Joyful,11,11
"Ooh, this is soo sweet, Joey our little twinkle-toes.",Rachel,Joyful,11,12
"Hey-hey, hold on, this isn't some kind of like girly dance. All right, it's like a sport, it's manly!",Joey,Peaceful,11,13
"All right, then show me some manly moves.",Monica,Peaceful,11,14
All right.,Joey,Peaceful,11,15
I don't know how to lead.,Joey,Neutral,11,17
Hello.,Ross,Neutral,12,1
Hi.,Chandler,Neutral,12,2
We'd like to close our accounts.,Ross,Neutral,12,3
Close your accounts? Is there some kind of problem?,Bank,Neutral,12,4
No-no.,Ross,Neutral,12,5
"No, we'd just like to close them.",Chandler,Neutral,12,6
"Okay, Ms. Lambert handles all our closures. Would you come over here please?",Bank,Neutral,12,7
"Hi, I'm Karen.",Ms.,Neutral,12,8
I wanna quit the bank!,Chandler,Mad,12,9
"Okay, baseball. Rick, playing baseball. Okay, slides into second, maybe even his pants come down a little... Oh no-wait no, no! No! Okay, all right, sandwiches, sandwiches. Umm, okay, on a plate, maybe Rick's pants come down a little. No! No! Okay, Chandler! Okay Chandler, ooh, that's working.",Phoebe,Scared,13,1
"Chandler's knees. Chandler's... ankles. Chandler's ankle hair. Oh no. Okay, you're all set.",Phoebe,Scared,13,3
"Oh wow! That was amazing, was that really just an hour?!",Rick,Joyful,13,4
Yeah! In... really long hour world.,Phoebe,Joyful,13,5
What?,Rick,Mad,13,6
"Ugh, okay, I have an enormous crush on you. But because you're a client, I can't ask you out, even though you give me y'know, the feeling.",Phoebe,Peaceful,13,7
"Wow! I had no idea! But you know, I could always find another masseuse.",Rick,Joyful,13,8
Really?!,Phoebe,Joyful,13,9
"Yeah, really.",Rick,Joyful,13,10
What?,Phoebe,Mad,13,12
"Suddenly, I very aware that I'm naked.",Rick,Joyful,13,13
"Okay, quit down.",Phoebe,Joyful,13,14
Mr. Simon's been waiting for- Oh my God!,Mrs.,Peaceful,13,16
Why wasn't I offered that? I'd definitely pay more for that.,Mr.,Powerful,13,17
"Phoebe, we have rules here, this isn't that kind of place.",Mrs.,Powerful,13,18
"Oh yeah, oh and I know, but this isn't what it looks like, 'cause Rick is my ahh, husband.",Phoebe,Peaceful,13,19
"Oh really? Well, then you'd better tell his other wife, 'cause she called three times asking where he is.",Mrs.,Mad,13,20
"Yes, I will tell her.",Phoebe,Powerful,13,21
Hi!,Chandler,Neutral,3,1
Hi.,Kathy,Neutral,3,2
"Jeez, at 2:30 in the morning, I didn't expect to have to fight over the remote.",Chandler,Neutral,3,3
"I'm sorry, it's just this Ernie Cofax thing on in a few minutes I wanted to watch.",Kathy,Sad,3,4
Oh my God! That's why I got up too!,Chandler,Joyful,3,5
"You're kidding! Oh, I love him.",Kathy,Joyful,3,6
"Hey, listen, I'm sorry about this afternoon, y'know, if I would've known you guys were... I never would've...",Chandler,Sad,3,7
Oh please!,Kathy,Scared,3,8
"So ah, Joey tells me you two met in acting class.",Chandler,Neutral,3,9
"Yeah, they teamed us up as partners. Joey picked three scenes for us to do; all of them had us making out.",Kathy,Neutral,3,10
"That's a good thing actually, because ah, he used to have me rehearse with him.",Chandler,Joyful,3,11
Oh-oh-oh-oh!,Kathy,Joyful,3,12
Is it on?,Chandler,Neutral,3,13
"No, but this wonder broom is amazing!",Kathy,Sad,3,14
Hey!,Chandler,Peaceful,3,15
Oh my God!,Kathy,Powerful,3,16
Oh! It's on! It's on!,Chandler,Joyful,3,17
There we go little fella.,Chandler,Joyful,3,19
What about the duck?,Kathy,Joyful,3,20
Well the duck can swim.,Chandler,Peaceful,3,21
"Oh, jeez.",Kathy,Peaceful,3,22
"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.",Phoebe,Joyful,4,1
"Way to go, Phoebe!",#ALL#,Neutral,4,2
That cold makes you sound so great.,Monica,Joyful,4,3
"It's fun, God I love how sexy I am.",Phoebe,Joyful,4,4
"Oh, Kath, we should get going. We're going to by hamsters.",Joey,Joyful,4,5
"Ooh, that's great, I love those little guys.",#ALL#,Joyful,4,6
"No, no, it's not like that. I, I work for a medical researcher.",Kathy,Neutral,4,7
"Well, have fun!",Rachel,Neutral,4,8
Okay.,Kathy,Neutral,4,9
"Well, I think it's great that the medical community is finally trying to help sick hamsters.",Phoebe,Joyful,4,10
"Y'know what, I like Kathy.",Monica,Peaceful,4,11
"Oh yeah, me too, she's so cool and pretty.",Chandler,Neutral,4,12
"Yeah, she's...",Rachel,Neutral,4,13
"She's smart and funny, y'know? We were up all last night talking, she said the funniest thing about--what?",Chandler,Neutral,4,14
You love her.,Rachel,Neutral,4,15
"No, I don't.",Chandler,Neutral,4,16
"Yes, you do. Chandler loves Kathy.",Phoebe,Neutral,4,17
"Come on, Pheebs lay off him.",Ross,Mad,4,18
"Thank you, Ross.",Chandler,Neutral,4,19
"Yeah, he's a little sensitive right now, `cause he's so in love.",Ross,Neutral,4,20
All right.,Chandler,Neutral,4,21
Ohh!,#ALL#,Neutral,4,22
All right.,Chandler,Neutral,4,23
"Ooh, umm, oh Kathy! Kathy, I love you! Oh!",Monica,Joyful,4,24
Hi!,Amanda,Neutral,6,1
Hi!,Ross,Joyful,6,2
Hi Ben!,Amanda,Neutral,6,3
Wow! You-you look great!,Ross,Joyful,6,4
Thanks!,Amanda,Powerful,6,5
Okay! Hey Tommy.,Ross,Peaceful,6,6
I am so glad that you could come over tonight.,Amanda,Peaceful,6,7
"Oh no-no-no, it's my pleasure.",Ross,Joyful,6,8
"Okay, well, my cell phone number is right here on the counter, please help yourself to anything in the fridge.",Amanda,Peaceful,6,9
What?,Ross,Neutral,6,10
"I appreciate this soo much, I've been trying to go out with this guy for like a month.",Amanda,Joyful,6,11
I-I-I...,Ross,Peaceful,6,12
"Oh, I don't mean to be a square, but I'd really appreciate it if you wait and drink your wine after the kids are asleep? Oh uh, thanks for this, I hope I can do the same for you sometime.",Amanda,Neutral,6,13
Who wants to make some long distance calls?,Ross,Peaceful,6,14
Kathy! Kathy! Hi!! Kathy! Kathy! Kathy! Fetch! Fetch it! Kathy! Kathy! Kathy! Kathy! Kathy.,Chandler,Joyful,7,1
"Hey, Chandler! What are you doing here?",Kathy,Neutral,7,2
"Oh, I just wanted to say, ""Hey!""",Chandler,Joyful,7,3
Hey!,Kathy,Joyful,7,4
Okay.,Chandler,Mad,7,5
Oh come on! You're making it sound worse than it actually was.,Monica,Peaceful,8,1
Her date tipped me ten dollars.,Ross,Sad,8,2
"Pheebs, what are you doing?",Ross,Peaceful,8,4
"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.",Phoebe,Scared,8,5
"Phoebe, you'll catch pneumonia.",Monica,Scared,8,6
Okay. You were right. I'm in love with Joey's girlfriend.,Chandler,Sad,8,7
What?!,Phoebe,Scared,8,8
Are you serious?,Ross,Scared,8,9
"Well, how-how-how is that possible? You barely know her!",Phoebe,Scared,8,10
"I don't know. I can't--I just, I can't get her out of my head. Y'know? I mean, I'm a very bad person. I'm a very, very bad person. I'm a horrible person. No you're not Chandler! We still love you Chandler!",Chandler,Sad,8,11
"Oh gosh, Phoebe, I think I caught your cold.",Monica,Sad,8,12
You mean you stole it! Don't cover your mouth when you do that!,Phoebe,Mad,8,13
Hey.,Joey,Peaceful,8,15
We were just talking about you.,Kathy,Joyful,8,16
Really?!,Chandler,Joyful,8,17
"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet.",Joey,Joyful,8,18
Right in there!,Chandler,Joyful,8,19
"99...100! Ready or not, here I come! All right, let's go over the concept one more time.",Chandler,Joyful,9,1
Hey!,Joey,Joyful,9,2
Hey!,Chandler,Joyful,9,3
"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?",Joey,Joyful,9,4
"Ohh, umm, y'know what, I already ate.",Chandler,Neutral,9,5
It's 4:30.,Joey,Neutral,9,6
"Y'know I had a big meal on Monday, y'know. So that's just gonna get me straight through the week.",Chandler,Neutral,9,7
"Okay, I see what's going on here.",Joey,Mad,9,8
You-you do?,Chandler,Scared,9,9
Yeah! You don't like Kathy.,Joey,Mad,9,10
You got me.,Chandler,Neutral,9,11
"Yeah, you've been avoiding her ever since we started going out. Look, I made an effort to like Janice, now I think it's your turn to make an effort to like Kathy by going out to dinner with us. Right?",Joey,Mad,9,12
Yeah. Right.,Chandler,Neutral,9,13
"Good, and hey! My treat. But that's only because you're not eating anything, right?",Joey,Joyful,9,14
Okay.,Chandler,Neutral,9,15
Ross isn't here.,Monica,Neutral,10,1
Oh. Stop it!,Rachel,Scared,10,2
"So I'll see you at the party? Beer's beer man, 24, 7!!",Joshua,Joyful,10,3
Yeah! I am soo gonna marry that guy. Ohhh!,Rachel,Joyful,10,4
What?,Monica,Neutral,10,5
I think he's stealing from me.,Rachel,Scared,10,6
Why?,Monica,Neutral,10,7
Because he's stealing from me!,Rachel,Mad,10,8
"Hi! It's me. And soup. Hey, I just saw Josh, he looks so yummy in your leather jacket.",Phoebe,Joyful,10,9
Ughh!,Rachel,Mad,10,10
"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",Phoebe,Peaceful,10,11
Thank you so much Phoebe.,Monica,Peaceful,10,12
Sure.,Phoebe,Joyful,10,13
What are you doing with those?!,Monica,Powerful,10,14
"But, I need your germs! I want my cold back! I miss my sexy voice.",Phoebe,Joyful,10,15
"Sorry, Phoebe.",Monica,Sad,10,16
It's okay. How's the soup?,Phoebe,Neutral,10,17
Umm.,Monica,Scared,10,18
Ohhhh!! Gross!!,Monica,Mad,10,20
"Ohh, God, guys, check it out, you can see that girl's underwear!",Kathy,Joyful,11,1
Is she great or what?,Joey,Joyful,11,2
So? Huh? What do you think?,Kathy,Neutral,11,3
"Ohh, she's-she's not really my type.",Chandler,Neutral,11,4
Not your type?! She's gorgeous!,Kathy,Peaceful,11,5
Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings.,Chandler,Peaceful,11,6
"Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!",Kathy,Joyful,11,7
"Uhh, no-no thanks.",Chandler,Peaceful,11,8
"Okay, I've got some ugly friends, and they're all available too.",Kathy,Joyful,11,9
"Listen, I-I'm gonna grab a beer.",Chandler,Joyful,11,10
I'll be right back. What was that?,Joey,Peaceful,11,11
What?,Chandler,Neutral,11,12
Kathy was being really nice and you just walked away. I thought we had a deal.,Joey,Powerful,11,13
"Hey, look, what do you want from me?",Chandler,Peaceful,11,14
"I want you to like her! But if that's too damned difficult for you, then the least you can do is pretend.",Joey,Mad,11,15
I am pretending.,Chandler,Neutral,11,16
"Well then, do it better!",Joey,Neutral,11,17
"Okay, what do you saw I go over there and say how much I like her? No-no it'll be good, I can tell her much I've been thinking about her. That I haven't stopped thinking about her since the moment I met her. That I'm so fantastically, over-the-top, wanna-slit-my-own-throat in love with her, that for every minute of every hour of every day I can't believe my own damn bad luck that you met her first!!",Chandler,Neutral,11,18
"Well, that's pretty good. But you might wanna tone it down a little.",Joey,Neutral,11,19
"Hey! So, uhh, Amanda just-just dropped me off. Yeah, that's one of the things I love about her, she's...uh, she's old enough to drive. So uhh, I guess you're not going to mom and dad's tonight?",Ross,Neutral,12,1
"No, sorry.",Monica,Scared,12,2
Well where's Amanda?,Rachel,Joyful,12,3
"Hey Rach, could you get me some cough drops?",Monica,Sad,12,4
"I mean y'know, I'm thinking. You could bring her, and you guys could go up to your old room, and not make out.",Rachel,Joyful,12,5
"Ross, cough drops, please?",Monica,Sad,12,6
At least I know she's not going out with me to get into R rated movies.,Ross,Mad,12,7
"Why don't you just marry her? Oh no, wait a minute you can't, I'm sorry I forgot, she's not a lesbian.",Rachel,Mad,12,8
You see Amanda and I have a very special...,Ross,Powerful,12,9
You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!,Monica,Mad,12,10
"Ohh, that is soo sad.",Rachel,Joyful,12,11
"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'",Monica,Mad,12,12
"Hey, so he stole a couple bucks from me! At least he bought me something with it!",Rachel,Mad,12,14
"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!",Monica,Mad,12,15
Fine.,Ross,Neutral,12,16
Sorry.,Rachel,Scared,12,17
Here. At least I made ten bucks in my relationship.,Ross,Powerful,12,18
Y'know...,Rachel,Peaceful,12,19
And I'm still waiting for my paper mache man. Thank you my babies.,Phoebe,Joyful,16,1
Rachel?,Gunther,Scared,16,3
Yeah.,Rachel,Neutral,16,4
I don't know if you heard about what happened between me and Phoebe the other day_,Gunther,Neutral,16,5
No!,Rachel,Neutral,16,6
"Well, we kissed. I-I-I didn't initiate the kiss, but-but I also didn't stop it, and I've been feeling guilty.",Gunther,Scared,16,7
Okay.,Rachel,Scared,16,8
"So umm, are we cool?",Gunther,Powerful,16,9
Okay.,Rachel,Scared,16,10
I knew you'd understand.,Gunther,Mad,16,11
I just walked in the bathroom and saw Kathy naked! It was like torture!,Chandler,Scared,1,1
"Y'know if we ever go to war and you're captured, you're in for a big surprise.",Ross,Joyful,1,2
"It just keeps getting worse and worse! Y'know? I mean it's bad enough that I'm in love with my roommates girlfriend-which by the way, I think she knows. Because every time we're in the room together there's this weird like energy between us. And call me crazy, but I think she likes me too. And now I have seen her naked. I mean at least when I've seen her with clothes on, I could imagine her body was like covered in boles or something. But there are no boles, she's smooth! Smooth!",Chandler,Scared,1,3
Wow! Could everyone totally see up his robe?,Phoebe,Joyful,1,5
Yeah! Oh my God!,#ALL#,Joyful,1,6
Here you go.,Casey,Neutral,2,1
"Great! All right, so I'll call you later.",Joey,Peaceful,2,2
Great!,Casey,Joyful,2,3
Hey-Hey-Hey! Who was that?,Chandler,Peaceful,2,4
That would be Casey. We're going out tonight.,Joey,Joyful,2,5
"Goin' out, huh? Wow! Wow! So things didn't work out with Kathy, huh? Bummer.",Chandler,Joyful,2,6
"No, things are fine with Kathy. I'm having a late dinner with her tonight, right after my early dinner with Casey.",Joey,Powerful,2,7
What?,Chandler,Scared,2,8
Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,Joyful,2,9
Wait! You're going out with Kathy!,Chandler,Mad,2,10
Yeah. Why are you getting so upset?,Joey,Joyful,2,11
"Well, I'm upset-for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,Mad,2,12
What is the big deal? It's not like we're exclusive.,Joey,Powerful,2,13
"Look, Joey, Kathy is clearly not fulfilling your emotional needs. But Casey, I mean granted I only saw the back of her head, but I got this sense that she's-she's smart, and funny, and gets you.",Chandler,Joyful,2,14
You got all that from the back of her head?,Joey,Scared,2,15
"All right look, I think it's time for you to settle down. Y'know? Make a choice, pick a lane.",Chandler,Peaceful,2,16
Who's Elaine?,Joey,Powerful,2,17
"No-no-no-no, this is bad! It's bad! This is bad!",Chandler,Sad,5,1
Horrible!,Kathy,Scared,5,2
"Wait the uh, the kiss or the situation?",Chandler,Scared,5,3
"No-no-no, the kiss was good.",Kathy,Peaceful,5,4
Okay!,Chandler,Peaceful,5,5
"No, but that's bad!",Kathy,Sad,5,6
"Ooh! Yes! Okay! Here's what we do, we-we forget it happened.",Chandler,Peaceful,5,7
What?!,Kathy,Neutral,5,8
"Okay, we-we swallow our feelings. Even if it means we're unhappy forever. Sound good?",Chandler,Sad,5,9
Can you really do that?,Kathy,Scared,5,10
"I have to; he's my best friend, and you're seeing him.",Chandler,Scared,5,11
"Chandler, I like Joey a lot, but with you...",Kathy,Sad,5,12
"Oh-no-no-no! Don't! Don't! See-see, you're getting me confused, I'm starting to urn.",Chandler,Neutral,5,13
"I'm sorry. If you wanna pretend that nothing happened, I can try.",Kathy,Neutral,5,14
I-I think we have too.,Chandler,Scared,5,15
Okay. Bye.,Kathy,Peaceful,5,16
Bye. Are you still out there?,Chandler,Neutral,5,17
No.,Kathy,Scared,5,18
Electrifying. Emphatic time-time-time...,Ross,Neutral,6,1
"Y'know, there's a Starbucks about three blocks down.",Monica,Peaceful,6,2
It's so inspired! Look at him! Look at him go!,Phoebe,Joyful,6,3
Thank you guys-guys-guys...,Ross,Neutral,6,5
"Hey, aren't you up next?",Monica,Joyful,6,6
"Oh no, I'm not playing tonight.",Phoebe,Sad,6,7
Why not?,Rachel,Neutral,6,8
I can't follow Ross! It'd be like those bicycle ridding chimps that followed The Beetles. No.,Phoebe,Sad,6,9
"Phoebe, Ross sucks!",Monica,Powerful,6,10
"Phoebe, the place has emptied because of him.",Rachel,Powerful,6,11
"Oh my God, he's not even appreciated in his own time. I would give anything to not be appreciated in my own time!",Phoebe,Powerful,6,12
"Okay. Umm, Phoebe, you suck too.",Monica,Powerful,6,14
"Yeah, Phoebe you're... awful!",Rachel,Powerful,6,15
You guys. You suck too.,Phoebe,Joyful,6,16
Aww man! I can't believe I locked myself out again!,Joey,Mad,7,1
Hang on buddy!,Chandler,Joyful,7,2
Oh my God! What happened here? Did you do all this?,Joey,Scared,7,3
I sure did.,Chandler,Powerful,7,4
Why?,Joey,Scared,7,5
"Well, I just thought it'd make me feel good to do something nice for my friend.",Chandler,Peaceful,7,6
"Well, you're amazing.",Joey,Joyful,7,7
Oh no-no-no. This is amazing.,Chandler,Joyful,7,8
"A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?",Joey,Powerful,7,9
"Well, y'know I'm 29. I mean who needs a savings account.",Chandler,Neutral,7,10
"Oh, you are the best friends anyone has ever had.",Joey,Peaceful,7,11
"Oh, I don't know.",Chandler,Neutral,7,12
"Oh-no-no-no, you are! You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I'm gonna do that.",Joey,Scared,7,13
You mean with Casey.,Chandler,Neutral,7,14
"No-no-no, I think I'm gonna see how things go with Kathy. She's pretty cool.",Joey,Peaceful,7,15
Or Casey.,Chandler,Powerful,7,16
"No-no, Kathy.",Joey,Neutral,7,17
Could be Casey.,Chandler,Peaceful,7,18
"No. No, Kathy.",Joey,Peaceful,7,19
Consider Casey.,Chandler,Powerful,7,20
Y'know what I think? I think somebody's got a little crush on Casey. How 'bout I fix you two up? What do you think?,Joey,Peaceful,7,21
That all the pieces of my life are falling right into place!,Chandler,Powerful,7,22
Hey!,Ross,Joyful,8,1
"Hey! You were really great! You were really, really great!",Phoebe,Joyful,8,2
"Oh, thanks, thanks. So Monica tells me that uh, you don't want to play anymore because me and y'know my talent. Is that true?",Ross,Scared,8,3
"Well, kinda. Yeah. Yeah.",Phoebe,Joyful,8,4
Pheebs...,Ross,Peaceful,8,5
"Yeah, I-I can't-I mean y'know I was trying to be really y'know okay and upbeat about it, I just-I feel so dwarfed by your musical gift. I...",Phoebe,Joyful,8,6
"See but, Pheebs that-that is the exact opposite intent of my music. Y'know my music is-is meant to inspire, and if it bothers you this much, then I... I won't play anymore.",Ross,Sad,8,7
"Oh no. No-no-no, don't do that! How could I live with myself if I knew I was depriving the world of your music.",Phoebe,Sad,8,8
"Yeah, okay.",Ross,Neutral,8,9
Hey Chandler! Saw the new furniture. Very nice.,Ross,Joyful,9,1
Yeah! Joey has the best boyfriend ever!,Monica,Joyful,9,2
I kissed Kathy.,Chandler,Powerful,9,3
What?,Ross,Joyful,9,4
Are you serious?,Monica,Scared,9,5
Does Joey know?,Phoebe,Powerful,9,6
"No. Is there anyway, anyway you think he'll understand this?",Chandler,Scared,9,7
You obviously haven't screwed over a lot of your friends. Which we all appreciate.,Monica,Neutral,9,8
"No the-the sad thing is, if you had told him how you felt before you kissed her, knowing Joey, he probably just would've just stepped aside.",Ross,Sad,9,9
"Oh, don't say that! Don't say that. That's not true. Is it?",Chandler,Sad,9,10
"I think maybe, yeah.",Phoebe,Sad,9,11
He loves you.,Monica,Joyful,9,12
Then why didn't you tell me to do that?!!,Chandler,Scared,9,13
"Well, I said-I said something to Phoebe.",Ross,Sad,9,14
